file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,196,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,1,16
style.css,197,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,0
style.css,198,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,47
style.css,199,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,0
style.css,200,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,0
style.css,201,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,49
style.css,202,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,23
style.css,203,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,22
style.css,204,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,52
style.css,205,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,50
style.css,206,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,61
style.css,207,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,0
style.css,208,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,10
style.css,209,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,19
style.css,210,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,1,44
style.css,211,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,1,19
style.css,212,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,1,63
style.css,213,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,0
style.css,214,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,0
style.css,215,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,13
style.css,216,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,1,14
style.css,217,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,1,39
style.css,218,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,1,43
style.css,219,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,1,18
style.css,220,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,1,12
style.css,221,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,0
style.css,222,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,0
style.css,223,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,66
style.css,224,css,fc579d28,LeDoesCS,2025-10-17,23:01:39,-07:00,2025-10-17T23:01:39-07:00,0,0
